Age,Pitch,Formant,Intensity,Duration,Spectral Centroid,Spectral Bandwidth,Spectral Contrast,Spectral Flatness,MFCC,Chroma,Zero Crossing Rate
10,1362.4551,731.6082072688538,0.095327586,4.272018140589569,3640.016267086626,2692.8751907590777,23.124304164333847,0.030145574,-12.589115,0.29777566,0.2411658245584239
20,1311.978,735.2317274290284,0.050970163,7.224036281179138,2115.378122133958,2163.5276341418185,21.020318973465617,0.032797303,-13.808304,0.39668775,0.1195303109975961
20,1371.6033,621.3031145046216,0.06594643,3.6240362811791385,2016.1285832829465,1738.3492789084703,22.857306377169635,0.029563017,-14.820639,0.39930838,0.1213860967356687
40,1432.5548,733.7921686772423,0.029363913,4.248027210884354,2963.8075359762497,2568.390331827646,21.63938655190887,0.0712055,-19.033318,0.41511437,0.17724609375
20,2004.5251,730.8750690398354,0.005131291,3.24,2162.588236648284,1843.6296280546896,22.249813889254096,0.07902865,-32.391808,0.3270877,0.1593226841517857
20,832.5272,573.0015077502994,0.11682419,2.76,1353.6960573828158,1828.5661003063608,20.901622838464792,0.03067909,-1.7173269,0.520688,0.053062631302521
30,1412.9202,874.4687329233124,0.027522318,5.47201814058957,2051.727131729317,1852.8173572799076,23.66151057339264,0.029211396,-22.790445,0.29328603,0.1250889664989407
20,1029.4192,840.942546596947,0.051580228,3.432018140589569,2042.821262174256,2149.624193468572,21.967667946864434,0.039977334,-10.918399,0.40485644,0.0881545608108108
30,1483.8765,905.271529636781,0.042993568,2.784036281179138,2892.8597948220854,2518.441774123022,21.78181322201244,0.052379277,-14.951302,0.43456116,0.1745686848958333
20,1720.265,951.4615331044402,0.044029586,5.304036281179139,2194.4985518913863,1900.012102786363,22.153562325895383,0.028264415,-12.361897,0.41400778,0.1320854087063318
30,1448.0392,781.4410072811683,0.026980821,4.296009070294785,2568.349172610336,2399.654995319197,21.68205252376296,0.037115615,-14.909792,0.4330705,0.1478678385416666
30,1841.2742,871.2849661046533,0.01740058,2.3280272108843536,2886.3043661534884,2370.7876506664284,20.04574040523774,0.13127294,-23.961071,0.5372707,0.1969368811881188
30,1275.0355,657.505225050162,0.0150001515,3.2160090702947848,2156.869086568425,2278.745503632253,21.18106112827608,0.034804367,-20.740406,0.38256493,0.1194673167715827
30,1646.3392,679.3706640105154,0.036800355,6.096009070294785,1913.7062241190413,1741.7931841539396,23.651143016979784,0.018162658,-18.79292,0.33795154,0.122939193203422
60,1468.382,589.3563861048846,0.06884633,5.304036281179139,2072.8704461452494,2267.618046563281,22.247075167372078,0.023680499,-10.609412,0.3712479,0.1073451146288209
30,1687.1139,771.0517242917879,0.00882601,6.072018140589569,3060.851196749961,2187.127907538583,23.222456854259065,0.045311622,-26.424866,0.37962726,0.1954876848759542
40,1827.2155,855.1395260479244,0.06728934,7.296009070294785,3101.557161823924,2473.6179056769797,21.470568735672344,0.06439611,-11.134615,0.47225928,0.2064112103174603
50,1466.8258,726.1471026978046,0.059954956,4.704036281179138,2378.5667294633995,2048.011710495137,20.899631456127672,0.0370583,-15.500086,0.49188504,0.1610221674876847
40,1252.7255,699.7550780855489,0.044303734,3.552018140589569,2606.2318557029694,2638.439238488004,21.29895003063324,0.04305635,-10.693186,0.47308123,0.1382346558415032
20,1597.3173,880.1107025553371,0.030176826,2.1840362811791385,3075.6863426031755,1952.159332059844,24.339432336422675,0.010031249,-22.3082,0.34876704,0.2053556743421052
20,1420.2059,864.5324826213562,0.009236503,2.16,2787.947171271616,2535.6797373055856,20.80586150392168,0.04595476,-19.74235,0.45441538,0.1870636635638297
20,902.3557,738.4039685979326,0.027950155,3.432018140589569,2351.7912862572366,2373.102969632212,21.60502980811554,0.01782074,-15.300676,0.38825873,0.1101767050253378
10,1630.882,787.2425754732474,0.019730637,3.048027210884354,2534.3715012959183,2041.5630099634925,23.644945757085264,0.08628295,-27.942455,0.35884872,0.1976688269412878
20,1502.5812,592.3165221519349,0.11222196,6.024036281179138,1968.854644903696,1823.4113397804429,25.20471081408185,0.014969409,-12.593289,0.34356928,0.111919696514423
30,1540.7366,877.8587348008745,0.061654568,3.1440362811791385,2527.367327834435,2193.437629591619,20.143490868693128,0.043549944,-13.08021,0.4757806,0.1587093577665441
50,1032.4209,847.5537864694932,0.0067427745,4.704036281179138,2682.606675033912,2364.045998775382,21.866679941304422,0.06780668,-28.66093,0.40300512,0.2033655326354679
20,1821.5375,788.2013093843833,0.006622431,2.304036281179138,3166.412419666961,2668.5243678027223,20.256628903511228,0.13430324,-25.556301,0.5000856,0.220888671875
20,1827.5286,915.1001773323724,0.030514766,5.4,2827.483735125449,2008.167829719384,22.214912386135182,0.03656297,-21.133642,0.4654982,0.199748943803648
50,1459.0415,751.5687299591334,0.12473546,6.816009070294784,2333.928007889146,2224.2601608591795,21.11702308767754,0.047240548,-14.890826,0.43867207,0.1335349569515306
40,1093.2166,618.3537880509953,0.021365533,3.8880272108843537,1820.2438505509472,2106.79570097545,22.10275860527922,0.033716172,-19.771208,0.3879706,0.0817406063988095
10,1979.5256,930.7037868069192,0.014779842,2.4240362811791383,3052.9221824820647,2193.7530305764503,22.017340270203903,0.12225716,-28.166143,0.4302998,0.2488420758928571
30,1784.517,742.1834701069419,0.022545138,2.0160090702947846,3323.8353690705644,2715.134545096226,21.181634612752514,0.0973667,-16.132244,0.45360914,0.2102920707614942
30,1151.1318,653.2967501010426,0.059136577,1.9440362811791383,1577.7084460153096,1528.218328112839,23.43371419795381,0.0020441492,-9.736393,0.42506462,0.0855712890625
30,972.3937,730.8746930511822,0.06953475,1.5360090702947846,1534.5093899214362,1542.7894798236734,22.64877553541529,0.0025263503,-12.278091,0.41416594,0.0804570895522388
30,1533.2544,729.1350229811688,0.07364459,1.8960090702947845,2204.046539574208,2454.400798608806,21.697765116521783,0.016155504,-9.747551,0.369873,0.1057486185213414
20,1844.0295,986.682986163252,0.07967101,2.5440362811791384,2032.924150694663,1437.3767583863605,24.72184710689037,0.0010215283,-12.062155,0.36401454,0.1548606178977272
40,1580.3998,633.745886035258,0.053351313,3.6960090702947848,2204.720404268709,1972.4326041389295,24.979121359274508,0.018290898,-17.547405,0.3175354,0.1303680419921875
20,1136.085,675.9219002326738,0.033000056,3.1440362811791385,2170.428407227136,2183.353093150813,22.717550878389787,0.016732479,-15.176407,0.3269777,0.1177619485294117
30,1344.8176,681.7358357426833,0.06759791,4.824036281179138,1514.046695698975,1410.6217691302006,23.828398376751444,0.0016223851,-8.843299,0.3525868,0.091900165264423
60,1069.216,626.7476959344655,0.108536325,4.344036281179139,1345.5770624929091,1366.2757833085643,24.386379742922276,0.0012225924,-12.634693,0.30275515,0.0776185380651595
50,1748.9836,736.0425147729117,0.034681536,4.296009070294785,1987.108503906137,1623.3131891203786,22.25377020330534,0.03142646,-21.30676,0.4152722,0.1172793808803763
30,1774.5084,742.17860154965,0.049403932,3.4560090702947845,2796.2894115963327,2032.3095057248256,23.487500868839604,0.022901496,-19.79605,0.33119014,0.1890271078020134
30,1586.7557,710.5560257912366,0.02192109,3.9840362811791374,1847.0748858713832,1629.3826127689647,22.597103603361,0.013451723,-20.215115,0.43101382,0.1064481513444767
30,1426.3914,747.6967820122476,0.078794815,2.0640362811791384,2902.394652340582,2355.569690638917,22.2746505560942,0.037962887,-11.6540575,0.45733374,0.1931070049157303
30,1749.4607,874.4999333851362,0.019687697,3.0240362811791384,3755.74372293152,2743.752835048172,20.458759616232808,0.118372254,-18.234142,0.4973671,0.2689646946564885
50,1833.7812,887.6938795143467,0.09741936,5.976009070294785,2204.578733189951,1635.893518631609,24.218599022813866,0.0023323079,-18.763285,0.30808094,0.1736369761385658
20,1156.1364,518.3302888030388,0.068310544,2.4240362811791383,2455.40644527701,2350.0535476319,23.34706029307497,0.025468413,-12.469066,0.33416134,0.1186895461309523
20,1845.7775,915.7053642448836,0.067540586,2.4960090702947846,2313.1237234696127,1601.2007652737336,22.377349216320297,0.015686873,-16.552334,0.42799255,0.1732584635416666
30,1505.0565,609.7964979899426,0.02382341,2.976009070294785,1679.6845668122337,1430.3398220830002,23.78537838373178,0.018044043,-22.129272,0.34697977,0.1025806988856589
30,1350.6549,746.0431051629341,0.08401229,6.096009070294785,1960.8898885090032,1730.1107724346837,24.09201500874453,0.011247666,-10.5916395,0.31501862,0.123442327115019
40,1757.7856,1011.5678755996488,0.01039974,2.1120181405895693,2881.987220571226,2548.7415946903566,19.87150260078165,0.08533016,-12.586951,0.57814103,0.1659780649038461
10,1305.1813,818.8141463189619,0.03893547,2.352018140589569,2591.302561764746,2525.0865559720264,20.19950735600246,0.052408077,-7.918081,0.50455153,0.1059330958946078
30,1103.726,693.3037174967959,0.065054655,3.744036281179138,1808.297803868588,1585.5507740826902,22.54089977567321,0.008327413,-14.352213,0.38652566,0.1101888020833333
20,1888.5648,694.0923159808294,0.079422496,2.976009070294785,2384.9289770405767,1801.627148756348,24.623613402218187,0.0044553825,-17.32677,0.32030538,0.1789039789244186
20,1789.2896,743.8905310993962,0.0064308466,2.976009070294785,2130.775572262102,1749.5493180252074,22.040714640753023,0.019546006,-24.803385,0.43669003,0.1506480135658914
30,1285.5686,822.522834947634,0.036361415,5.6880272108843535,2188.5070857557234,2115.593267967503,22.450889957364627,0.024317889,-6.9203544,0.44902563,0.1199318399234693
20,1401.2836,693.016392746491,0.030312922,3.8880272108843537,2688.653392039509,2594.9282517328875,20.76640150005745,0.058216747,-21.376406,0.38064092,0.1338995070684523
20,1341.2828,844.6065550724868,0.026294267,6.3120181405895694,1864.2148485968328,2140.942399274743,21.350456265106413,0.015802963,-6.974663,0.51272464,0.0773064108455882
30,1671.8933,838.1471242348424,0.043838542,3.3840362811791382,1934.7112706094188,1554.9142830600736,22.07747092859803,0.009222078,-11.970237,0.44233432,0.1325750481592466
50,1824.0193,919.1891631389648,0.013083402,5.568027210884353,2617.298880178153,1917.0620912830168,23.23117629435509,0.09885739,-25.300457,0.43374273,0.2022216796875
20,934.4645,545.7083924449046,0.089929946,2.4240362811791383,1286.1800733702676,1230.6424329371478,22.96711662679256,0.004516945,-16.333136,0.36901408,0.0876348586309523
40,1900.4548,807.1684850005012,0.09025472,2.0640362811791384,2888.5047296436555,2522.1115702388183,20.18750861511517,0.12156047,-11.219263,0.52794814,0.1935733409410112
60,1042.9854,771.0012316980321,0.04010157,3.48,1711.5204933828993,1897.382755942335,20.84368267335555,0.017716588,-5.097392,0.5591129,0.091015625
30,1405.0565,821.5656969825221,0.06342247,3.1440362811791385,2018.2334731265585,1675.676304548905,20.57623456780485,0.02902542,-17.82775,0.4256775,0.1344281364889706
40,1882.6455,762.2259449975202,0.020900855,2.5920181405895693,3200.7797784777117,2669.4031632669235,20.522119715382424,0.16321982,-25.097271,0.5530524,0.2081865583147321
60,1291.1334,647.9146541796773,0.011495594,8.304036281179139,1977.226754376543,2368.5340169504784,21.36122760770659,0.018480746,-16.42561,0.3397373,0.0800481188896648
40,1073.634,705.7207456886202,0.044450898,5.784036281179138,1008.833626360916,1361.3150885676316,23.47168657176442,0.0005739248,-3.9004478,0.4409317,0.033435546875
50,1886.1581,833.56751837836,0.006998002,5.328027210884354,2758.3759744646586,2048.305693846631,22.362372143288265,0.07531399,-26.229046,0.42990598,0.2131496263586956
20,1460.1536,769.4265471421315,0.028160162,2.304036281179138,2267.15958246944,2002.422465967065,21.985525512676222,0.026948199,-19.619835,0.3960852,0.1352392578125
10,1419.0841,638.3629563378173,0.072002925,4.104036281179138,2057.441593350429,2083.061190415212,22.576956741946123,0.035879277,-7.7483582,0.3816629,0.1256289724576271
20,1699.9698,729.788196188762,0.06603069,2.832018140589569,2085.684958033514,1710.4448936362303,22.902233976144053,0.02243313,-14.756909,0.3515504,0.129910828637295
40,1281.4338,1026.7698837599191,0.030673131,4.2240362811791385,3563.39056477884,3053.337929034579,20.634573075366035,0.06241986,-16.505117,0.42417294,0.2378519917582417
20,1763.0278,813.6378246372203,0.013480832,4.584036281179138,3297.9718377899526,2554.559175896814,21.091693264754507,0.06819459,-20.34518,0.46958876,0.2109325678661616
20,1038.7871,705.3682734615485,0.08859849,4.464036281179139,1701.4891226162165,1726.8226144686298,24.65805814705832,0.020386165,-5.730103,0.36562485,0.0902181832901554
60,1745.7318,969.0926672235672,0.062547326,4.416009070294785,2086.61176810726,1697.099057730799,21.7816165684376,0.027347736,-9.593527,0.44962436,0.1419875858965968
20,1341.5892,709.0441932004331,0.025925605,2.2320181405895694,2378.523969849296,2364.756596194035,21.4691283026765,0.04419142,-16.686924,0.46088508,0.1335726079252577
40,1561.5278,609.5789058683165,0.1043737,4.992018140589569,1582.9794914807303,1409.9705869103625,25.59625000668356,0.005205393,-11.686804,0.32466736,0.1015420603197674
60,1726.9398,860.4545273659613,0.041742764,2.6640362811791385,2363.801438215208,2117.0069622671163,20.60407301880604,0.04968262,-14.488111,0.5155421,0.1414274796195652
40,1349.696,887.962910651066,0.096344575,3.3360090702947844,4200.345452047794,3226.370436947044,21.01328423830149,0.064627334,-9.80132,0.41538188,0.2805209689670139
40,1787.5804,1062.593818826819,0.14647092,5.1840362811791385,2817.916227141232,2185.737655821973,22.430229615068612,0.03739846,-7.1595564,0.36445475,0.1676243373325892
20,1307.9,777.0480256021585,0.10538156,5.64,2179.4130225143917,2121.8033873262075,21.707367565058927,0.027507141,-6.8922815,0.39433396,0.1281607671039094
30,1017.9305,645.9696108857154,0.027696377,4.56,1775.4891135101216,1698.2838625068089,21.66518971691749,0.015204814,-20.142221,0.41620415,0.111015823286802
20,1665.582,807.5807244844679,0.06630237,1.9680272108843535,2180.542160195369,1802.4700770793252,22.70081130741701,0.15413591,-14.931752,0.40760276,0.1061293658088235
20,1397.8009,601.9377851318274,0.029366909,3.792018140589569,2147.7629845794386,1968.2054318055325,23.42203452894104,0.04218003,-19.057688,0.34902966,0.1158834317835365
20,1779.665,942.1617492418266,0.041561358,2.4480272108843537,3517.9667435758165,2794.0059240359246,21.08049840544772,0.10005008,-20.15398,0.4254982,0.2079248968160377
40,1022.07043,632.3323161217862,0.061840095,2.4240362811791383,2762.211451356165,2956.784946022801,21.40838520322613,0.037909515,-8.716352,0.46110114,0.1396623883928571
50,1605.5122,985.1713658885176,0.033126514,4.008027210884354,1932.175546198144,1940.1987549033688,20.487345924934807,0.022140922,-5.5763607,0.5076183,0.0982348491690751
40,1755.54,780.8243947605284,0.008736793,3.264036281179138,2161.0840988147525,2134.460441330657,21.21968767185777,0.04748779,-17.631924,0.44584057,0.1337544326241134
50,1580.5442,883.9095147743984,0.024468452,6.528027210884353,2356.255250841201,1755.5828457178457,24.481365414150947,0.0020796226,-17.98962,0.35880345,0.1525809646498226
40,1704.4553,936.6296471477727,0.096364684,5.04,2567.924723076962,1628.956981987613,25.042241738333693,0.020128421,-11.377432,0.3890972,0.1889043685493119
20,1417.8096,1151.9268793927615,0.010098026,2.088027210884354,2712.6849843503865,2591.199860365539,21.53356460157383,0.024392167,-16.154898,0.39145565,0.1106282552083333
20,1651.1105,798.4253976472286,0.037433885,2.6160090702947847,2699.1217837292197,2455.4314476877844,20.455840984715508,0.08114094,-16.676464,0.5178447,0.1703971930309734
20,1225.8588,737.4908748395544,0.020521421,3.3840362811791382,1700.8857413265664,1424.0231955672002,21.110839288930705,0.18339653,-26.63238,0.2925464,0.0922450235445205
10,1296.1241,750.6803626979831,0.008474485,7.944036281179138,3195.9588164666384,2765.446194212458,23.56606625147054,0.019231431,-19.847212,0.33586678,0.184963215196793
20,1583.4866,883.4662909905061,0.045069385,4.2,3150.240112503332,2512.272220975964,21.34214305645077,0.09062793,-14.241679,0.49976748,0.2060897574240331
50,2010.5516,1115.4824805325898,0.024140812,5.592018140589569,2899.737723739928,1974.3081291276176,19.98095975258864,0.39593372,-23.113249,0.50410545,0.2454170448651452
30,1674.7251,644.3323433939247,0.024546882,5.208027210884354,1954.7945329070053,1784.7745610324648,23.37614630508212,0.058844082,-24.842775,0.36085576,0.1455121527777777
50,1902.0118,912.8337525720588,0.064599216,2.4240362811791383,3355.431558995989,1745.8484506706666,23.900254619673778,0.016192665,-20.871641,0.3581963,0.2552501860119047
50,1030.7894,872.3141608118043,0.029061915,5.904036281179138,2398.973839375042,2162.770650142532,22.614722386351264,0.011322335,-13.426091,0.38049844,0.1269186580882353
30,1546.8353,715.4595653335442,0.046339072,4.104036281179138,2785.3388035124763,2525.5941035406067,21.98652479407918,0.04569552,-14.195658,0.40876812,0.1599990068855932
40,1761.8021,940.9322627144098,0.00673154,3.72,1478.394918642818,1256.0811284814952,21.23989279668133,0.30571046,-28.821415,0.27821785,0.0864682404891304
50,1672.7145,738.8817953874872,0.021327458,2.208027210884354,2636.336719974563,2465.3752415102663,20.352833000761528,0.109091036,-23.618284,0.56485695,0.1572316487630208
40,996.4614,896.387363379765,0.0059142387,3.4560090702947845,1990.4815712125255,2387.3541398077823,21.47342410621348,0.008799373,-21.066763,0.33398953,0.0671992973993288
60,1612.37,789.8072161568564,0.063385226,6.1440362811791385,2169.310010604421,1807.832587322995,23.66806890685749,0.014982081,-15.572229,0.37090015,0.1440153301886792
10,1430.5588,769.9594621342839,0.007972588,5.328027210884354,2846.906531770124,2530.5118982299696,21.770223458886623,0.05884404,-22.65909,0.4255054,0.16796875
20,614.5273,594.7769509145298,0.037765875,1.4640362811791383,1217.555603805361,1762.8677107176572,21.149619012417904,0.0032752883,-9.555263,0.47391596,0.045501708984375
40,1842.7224,904.6593611860536,0.023904089,4.848027210884354,2333.947098052809,1716.6145333931352,22.55371136878111,0.04484473,-20.91454,0.43582898,0.1711834629186603
40,1356.1713,731.8169863354357,0.034608483,4.464036281179139,1793.0332609908503,1589.409497422784,23.960595495526995,0.00380722,-15.925652,0.35718417,0.0981850105246114
30,1648.5673,812.3923101440885,0.03498411,3.3840362811791382,2202.542541954156,2001.4022752792569,20.82356465272555,0.036883917,-21.161634,0.45475447,0.1221840218321917
40,1413.1622,760.8838076501577,0.05998156,3.6240362811791385,1872.7999957099344,1639.484198420446,22.413162449737705,0.012754407,-16.056091,0.360666,0.1025981538614649
30,1423.6549,824.7688811980017,0.002542683,3.5760090702947847,2520.9041789860366,2616.1799601218618,20.255548053022395,0.056089006,-22.616133,0.45974103,0.1510710685483871
20,1424.3386,1024.5382049588777,0.038342804,2.52,1983.61310614622,2017.7998283338975,21.028278513123947,0.025937404,-9.5651245,0.5366544,0.0927465596330275
40,1353.8727,837.7528563972544,0.034542274,7.2,2050.0807056935973,2236.0001841822927,21.22439096955026,0.019238558,-10.6926365,0.46743315,0.0929335811897106
20,766.3939,727.699079980232,0.014643061,4.2240362811791385,1832.588286707449,1769.612450025175,23.318073609210632,0.01280936,-25.887136,0.4009381,0.1035746480082417
30,1731.8271,874.2888798705654,0.05824695,1.9440362811791383,2952.2166947366627,2156.4714844224545,23.14220242388929,0.04163973,-19.415874,0.34638977,0.2231503441220238
30,1267.2408,796.9576428635443,0.039123446,4.2240362811791385,2764.1098162599387,2496.829479452124,21.212691679919292,0.07190327,-20.734684,0.42255658,0.1390474759615384
30,1894.9087,922.2573983558322,0.011994346,3.0960090702947847,2455.28648632518,1777.645583924993,23.017442836944603,0.015855156,-22.125072,0.42248353,0.1619818388526119
40,1324.4807,789.6578605225767,0.0053704833,5.664036281179138,2420.489006283104,2342.7025801102723,20.754257221275864,0.05080861,-22.448244,0.49364766,0.1357822105532787
20,1335.6217,672.85709874164,0.0306063,2.8080272108843536,2347.86924633884,2462.220605524806,20.826303891918283,0.089597866,-21.169033,0.43140396,0.116122159090909
20,1523.0117,726.7228482746265,0.009298542,4.584036281179138,2398.308668118636,2239.9779023500164,21.585725590605872,0.05938262,-23.670578,0.43863213,0.1556926688762626
20,1688.8136,773.0112814087079,0.06892617,2.4240362811791383,2626.023233995624,2084.8941631462108,23.365556557575296,0.014046869,-18.588545,0.34052435,0.1777994791666666
10,1313.931,753.8444174007188,0.049604084,5.1840362811791385,1699.1758687052195,1615.923073354689,22.510689941953757,0.05576518,-17.199766,0.40615153,0.0951952253069196
20,871.9852,732.3899788799059,0.11639221,7.44,1379.3177284327314,1524.8174456585646,21.52586090003704,0.0056277933,-5.8136015,0.390292,0.0809223495911214
10,1726.315,915.6416491601724,0.111264795,2.736009070294785,4030.439518560789,1881.61942961297,23.84496686832466,0.023937903,-20.162458,0.2514108,0.3577736030190678
20,1418.3542,753.3625873041367,0.1290021,5.376009070294785,2918.9674696746574,1731.8632020782388,25.83816523365645,0.00906348,-10.967132,0.3566766,0.19769287109375
10,1446.5204,606.5896997745339,0.058577023,3.6,2296.724233749997,2050.789037388898,23.634236806530037,0.023009751,-17.508875,0.3234191,0.1321426782852564
30,1401.4951,816.9830312076696,0.016642746,4.3920181405895695,2885.907024754392,2212.0455159535204,21.87209338301955,0.03499518,-15.19314,0.42221653,0.1764314350328947
30,1567.86,872.1332199490664,0.054035995,2.4240362811791383,1966.5503360770813,1555.9693218224402,22.98357561014876,0.0025479195,-13.287767,0.43269008,0.1273251488095238
60,1667.5541,647.9133961360714,0.0075071203,5.592018140589569,2668.5061361398684,2452.852335946704,21.31518653665888,0.08934679,-27.264078,0.4511293,0.1655678650155601
20,1223.2765,548.6310931227728,0.09079868,3.6240362811791385,1741.2823317274729,1766.7819538444685,24.220100524098797,0.0049470617,-14.636279,0.30250138,0.0851413216560509
30,1786.4729,803.3769994675989,0.075014025,1.8,3085.606000145988,2383.361323017373,21.03341419422864,0.083816275,-14.900244,0.42364892,0.1844012920673076
20,1370.2537,754.0183885838532,0.0715615,3.5040362811791383,2113.786917882847,2043.41018369714,22.620875349340498,0.035507724,-7.864856,0.35748497,0.115273178807947
30,1860.5823,810.7341059083429,0.05919671,4.104036281179138,3128.568264111981,2387.53899272338,20.647054790850937,0.060933605,-9.721354,0.43437973,0.2068160752118644
30,1776.0729,705.1979977018943,0.011298683,2.1360090702947847,1899.5414570578985,1560.5955518164185,23.3647136121248,0.01774852,-21.116217,0.4444496,0.1364852241847826
20,1585.4932,636.1049877183115,0.10929077,5.1840362811791385,1713.834268365063,1547.6056679673477,23.20182747752153,0.011069543,-14.032249,0.37315804,0.0966382707868303
30,1779.653,599.9722940562468,0.035198946,2.736009070294785,1478.3048036727869,1403.510634254246,22.27427214014617,0.021737289,-21.412983,0.3764585,0.0845388638771186
50,1799.5226,785.9307773952287,0.030203527,5.52,3512.6397655073342,2569.8252964978838,22.597696152494983,0.08315392,-22.40906,0.40590164,0.2653685497636555
